School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2010,Norwich Free Academy,Non-Special Education,87.77,0.54,0,11.69064748,
2010,The Gilbert School,All Students,88.03,3.42,0,8.547008547,
2010,The Gilbert School,Hispanic,100,0,0,0,
2010,The Gilbert School,Non-Hispanic,87.04,3.7,0,9.259259259,
2010,The Gilbert School,Black,NA,NA,NA,NA,
2010,The Gilbert School,White,87.62,3.81,0,8.571428571,
2010,The Gilbert School,Male,80.77,7.69,0,11.53846154,
2010,The Gilbert School,Female,93.85,0,0,6.153846154,
2010,The Gilbert School,ELL,NA,NA,NA,NA,
2010,The Gilbert School,Non-ELL,87.61,3.54,0,8.849557522,
2010,The Gilbert School,Eligible For Lunch,88.46,3.85,0,7.692307692,
2010,The Gilbert School,Not Eligible For Lunch,87.91,3.3,0,8.791208791,
2010,The Gilbert School,Special Education,73.33,13.3,0,13.33333333,
2010,The Gilbert School,Non-Special Education,90.2,1.96,0,7.843137255,
2010,Woodstock Academy,All Students,92.44,1.03,0,6.529209622,
2010,Woodstock Academy,Hispanic,100,0,0,0,
2010,Woodstock Academy,Non-Hispanic,92.25,1.06,0,6.690140845,
2010,Woodstock Academy,Indian,NA,NA,NA,NA,
2010,Woodstock Academy,Asian,NA,NA,NA,NA,
2010,Woodstock Academy,Black,NA,NA,NA,NA,
2010,Woodstock Academy,White,92.45,1.08,0,6.474820144,
2010,Woodstock Academy,Male,91.16,1.36,0,7.482993197,
2010,Woodstock Academy,Female,93.75,0.69,0,5.555555556,
2010,Woodstock Academy,Non-ELL,92.44,1.03,0,6.529209622,
2010,Woodstock Academy,Eligible For Lunch,90.91,0,0,9.090909091,
2010,Woodstock Academy,Not Eligible For Lunch,92.5,1.07,0,6.428571429,
2010,Woodstock Academy,Special Education,75.76,9.09,0,15.15151515,
2010,Woodstock Academy,Non-Special Education,94.57,0,0,5.426356589,
2011,Ansonia School District,All Students,69.1,12.2,0,18.6,
2011,Ansonia School District,Hispanic,57.5,22.5,0,20,
2011,Ansonia School District,Non-Hispanic,72.3,9.5,0,18.2,
2011,Ansonia School District,American Indian,NA,NA,NA,NA,
2011,Ansonia School District,Asian American ,NA,NA,NA,NA,
2011,Ansonia School District,Black,72.5,9.8,0,17.6,
2011,Ansonia School District,White,73.6,8.8,0,17.6,
2011,Ansonia School District,Male,66,16,0,18.1,
2011,Ansonia School District,Female,72.3,8.5,0,19.1,
2011,Ansonia School District,ELL,NA,NA,NA,NA,
2011,Ansonia School District,Non-ELL,69,12,0,19,
2011,Ansonia School District,Eligible For Lunch,55,19,0,26,
2011,Ansonia School District,Not Eligible For Lunch,85.2,4.5,0,10.2,
2011,Ansonia School District,Special Education,40.9,36.4,0,22.7,
2011,Ansonia School District,Non-Special Education,72.9,9,0,18.1,
2011,Avon School District,All Students,95.7,3.5,0,0.8,
2011,Avon School District,Hispanic,92.9,7.1,0,0,
2011,Avon School District,Non-Hispanic,95.8,3.3,0,0.8,
2011,Avon School District,American Indian,NA,NA,NA,NA,
2011,Avon School District,Asian American ,94.7,0,0,5.3,
2011,Avon School District,Black,87.5,12.5,0,0,
2011,Avon School District,White,96.2,3.3,0,0.5,
2011,Avon School District,Male,93.2,5.9,0,0.8,
2011,Avon School District,Female,97.8,1.5,0,0.7,
2011,Avon School District,ELL,NA,NA,NA,NA,
2011,Avon School District,Non-ELL,96,3.6,0,0.4,
2011,Avon School District,Eligible For Lunch,100,0,0,0,
2011,Avon School District,Not Eligible For Lunch,95.6,3.6,0,0.8,
2011,Avon School District,Special Education,84,16,0,0,
2011,Avon School District,Non-Special Education,96.9,2.2,0,0.9,
2011,Berlin School District,All Students,93.9,1.1,0,5,
2011,Berlin School District,Hispanic,83.3,0,0,16.7,
2011,Berlin School District,Non-Hispanic,94.1,1.2,0,4.7,
2011,Berlin School District,American Indian,NA,NA,NA,NA,
2011,Berlin School District,Asian American ,100,0,0,0,
2011,Berlin School District,Black,NA,NA,NA,NA,
2011,Berlin School District,White,93.9,1.2,0,4.9,
2011,Berlin School District,Male,94.1,0.7,0,5.1,
2011,Berlin School District,Female,93.6,1.6,0,4.8,
2011,Berlin School District,ELL,NA,NA,NA,NA,
2011,Berlin School District,Non-ELL,93.8,1.2,0,5.1,
2011,Berlin School District,Eligible For Lunch,64.3,0,0,35.7,
2011,Berlin School District,Not Eligible For Lunch,95.5,1.2,0,3.2,
2011,Berlin School District,Special Education,89.7,0,0,10.3,
2011,Berlin School District,Non-Special Education,94.4,1.3,0,4.3,
2011,Bethel School District,All Students,92.8,5.6,0,1.6,
2011,Bethel School District,Hispanic,90.5,9.5,0,0,
2011,Bethel School District,Non-Hispanic,93,5.2,0,1.7,
2011,Bethel School District,Asian American ,100,0,0,0,
2011,Bethel School District,Black,83.3,16.7,0,0,
2011,Bethel School District,White,92.7,5.3,0,1.9,
2011,Bethel School District,Male,89.7,9.4,0,0.9,
2011,Bethel School District,Female,95.5,2.3,0,2.3,
2011,Bethel School District,ELL,NA,NA,NA,NA,
2011,Bethel School District,Non-ELL,92.7,5.6,0,1.6,
2011,Bethel School District,Eligible For Lunch,84.2,10.5,0,5.3,
2011,Bethel School District,Not Eligible For Lunch,93.5,5.2,0,1.3,
2011,Bethel School District,Special Education,60.7,39.3,0,0,
2011,Bethel School District,Non-Special Education,96.8,1.4,0,1.8,
2011,Bloomfield School District,All Students,74.3,14.4,0,11.2,
2011,Bloomfield School District,Hispanic,28.6,28.6,0,42.9,
2011,Bloomfield School District,Non-Hispanic,76.1,13.9,0,10,
2011,Bloomfield School District,Asian American ,NA,NA,NA,NA,
2011,Bloomfield School District,Black,76.3,13.6,0,10.1,
2011,Bloomfield School District,White,57.1,28.6,0,14.3,
2011,Bloomfield School District,Male,66.3,21.1,0,12.6,
2011,Bloomfield School District,Female,82.6,7.6,0,9.8,
2011,Bloomfield School District,ELL,NA,NA,NA,NA,
2011,Bloomfield School District,Non-ELL,74.2,14.5,0,11.3,
2011,Bloomfield School District,Eligible For Lunch,67.6,21.1,0,11.3,
2011,Bloomfield School District,Not Eligible For Lunch,78.4,10.3,0,11.2,
2011,Bloomfield School District,Special Education,46.4,42.9,0,10.7,
2011,Bloomfield School District,Non-Special Education,79.2,9.4,0,11.3,
2011,Bolton School District,All Students,94.6,0,0,5.4,
2011,Bolton School District,Hispanic,NA,NA,NA,NA,
2011,Bolton School District,Non-Hispanic,94.5,0,0,5.5,
2011,Bolton School District,American Indian,NA,NA,NA,NA,
2011,Bolton School District,Black,NA,NA,NA,NA,
2011,Bolton School District,White,95.6,0,0,4.4,
2011,Bolton School District,Male,92.3,0,0,7.7,
2011,Bolton School District,Female,95.8,0,0,4.2,
2011,Bolton School District,Non-ELL,94.6,0,0,5.4,
2011,Bolton School District,Eligible For Lunch,71.4,0,0,28.6,
2011,Bolton School District,Not Eligible For Lunch,97,0,0,3,
2011,Bolton School District,Special Education,NA,NA,NA,NA,
2011,Bolton School District,Non-Special Education,94.2,0,0,5.8,
2011,Branford School District,All Students,93.7,2.8,0,3.5,
2011,Branford School District,Hispanic,88.9,0,0,11.1,
2011,Branford School District,Non-Hispanic,93.8,2.9,0,3.3,
2011,Branford School District,American Indian,NA,NA,NA,NA,
2011,Branford School District,Asian American ,94.7,0,0,5.3,
2011,Branford School District,Black,90,0,0,10,
2011,Branford School District,White,93.9,3.3,0,2.9,
2011,Branford School District,Male,92.6,2.7,0,4.7,
2011,Branford School District,Female,94.8,3,0,2.2,
2011,Branford School District,ELL,NA,NA,NA,NA,
2011,Branford School District,Non-ELL,93.6,2.9,0,3.6,
2011,Branford School District,Eligible For Lunch,77.5,7.5,0,15,
2011,Branford School District,Not Eligible For Lunch,96.3,2,0,1.6,
2011,Branford School District,Special Education,77.8,13.9,0,8.3,
2011,Branford School District,Non-Special Education,96,1.2,0,2.8,
2011,Bridgeport School District,All Students,60.5,13.2,0,26.4,
2011,Bridgeport School District,Hispanic,50.5,14,0,35.5,
2011,Bridgeport School District,Non-Hispanic,68.1,12.5,0,19.5,
2011,Bridgeport School District,American Indian,NA,NA,NA,NA,
2011,Bridgeport School District,Asian American ,82.9,8.6,0,8.6,
2011,Bridgeport School District,Black,67.3,12,0,20.7,
2011,Bridgeport School District,White,67.5,16.7,0,15.8,
2011,Bridgeport School District,Male,53.8,17.1,0,29.1,
2011,Bridgeport School District,Female,67.6,8.9,0,23.5,
2011,Bridgeport School District,ELL,51.9,10.2,0,37.9,
2011,Bridgeport School District,Non-ELL,61.9,13.6,0,24.5,
2011,Bridgeport School District,Eligible For Lunch,60.7,12.6,0,26.8,
2011,Bridgeport School District,Not Eligible For Lunch,57.6,21.2,0,21.2,
2011,Bridgeport School District,Special Education,36.4,27.7,0,35.9,
2011,Bridgeport School District,Non-Special Education,64,11,0,25,
2011,Bristol School District,All Students,76.7,9.6,0,13.7,
2011,Bristol School District,Hispanic,69.6,15.2,0,15.2,
2011,Bristol School District,Non-Hispanic,77.6,8.9,0,13.5,
2011,Bristol School District,American Indian,NA,NA,NA,NA,
2011,Bristol School District,Asian American ,81.8,9.1,0,9.1,
2011,Bristol School District,Black,60.8,19.6,0,19.6,
2011,Bristol School District,White,79.2,8,0,12.9,
2011,Bristol School District,Male,73,11.6,0,15.3,
2011,Bristol School District,Female,80.4,7.6,0,12,
2011,Bristol School District,ELL,72.7,9.1,0,18.2,
2011,Bristol School District,Non-ELL,76.8,9.6,0,13.6,
2011,Bristol School District,Eligible For Lunch,58.7,14.8,0,26.5,
2011,Bristol School District,Not Eligible For Lunch,83.3,7.7,0,9,
2011,Bristol School District,Special Education,60.3,25.6,0,14.1,
2011,Bristol School District,Non-Special Education,78.8,7.6,0,13.6,
2011,Brookfield School District,All Students,94.7,2.3,0,3,
2011,Brookfield School District,Hispanic,100,0,0,0,
2011,Brookfield School District,Non-Hispanic,94.6,2.3,0,3.1,
2011,Brookfield School District,Asian American ,NA,NA,NA,NA,
2011,Brookfield School District,Black,NA,NA,NA,NA,
2011,Brookfield School District,White,94.4,2.4,0,3.2,
2011,Brookfield School District,Male,93.1,3.5,0,3.5,
2011,Brookfield School District,Female,96.7,0.8,0,2.5,
2011,Brookfield School District,ELL,NA,NA,NA,NA,
2011,Brookfield School District,Non-ELL,95,1.9,0,3.1,
2011,Brookfield School District,Eligible For Lunch,83.3,0,0,16.7,
2011,Brookfield School District,Not Eligible For Lunch,95,2.3,0,2.7,
2011,Brookfield School District,Special Education,83.3,16.7,0,0,
2011,Brookfield School District,Non-Special Education,95.3,1.6,0,3.2,
2011,Canton School District,All Students,94.2,3.3,0,2.5,
2011,Canton School District,Hispanic,NA,NA,NA,NA,
2011,Canton School District,Non-Hispanic,94,3.4,0,2.6,
2011,Canton School District,Asian American ,NA,NA,NA,NA,
2011,Canton School District,Black,NA,NA,NA,NA,
2011,Canton School District,White,93.7,3.6,0,2.7,
2011,Canton School District,Male,93.8,3.1,0,3.1,
2011,Canton School District,Female,94.6,3.6,0,1.8,
2011,Canton School District,ELL,NA,NA,NA,NA,
2011,Canton School District,Non-ELL,94.1,3.4,0,2.5,
2011,Canton School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Canton School District,Not Eligible For Lunch,94.1,3.4,0,2.5,
2011,Canton School District,Special Education,82.4,17.6,0,0,
2011,Canton School District,Non-Special Education,96.1,1,0,2.9,
2011,Cheshire School District,All Students,94.9,3.5,0,1.6,
2011,Cheshire School District,Hispanic,100,0,0,0,
2011,Cheshire School District,Non-Hispanic,94.7,3.6,0,1.7,
2011,Cheshire School District,Asian American ,100,0,0,0,
2011,Cheshire School District,Black,85.7,7.1,0,7.1,
2011,Cheshire School District,White,94.7,3.7,0,1.5,
2011,Cheshire School District,Male,92.4,5.2,0,2.4,
2011,Cheshire School District,Female,98.2,1.2,0,0.6,
2011,Cheshire School District,ELL,NA,NA,NA,NA,
2011,Cheshire School District,Non-ELL,94.9,3.5,0,1.6,
2011,Cheshire School District,Eligible For Lunch,88.9,11.1,0,0,
2011,Cheshire School District,Not Eligible For Lunch,95.2,3.1,0,1.7,
2011,Cheshire School District,Special Education,70.7,24.4,0,4.9,
2011,Cheshire School District,Non-Special Education,97.9,0.9,0,1.2,
2011,Clinton School District,All Students,92.4,5.5,0,2.1,
2011,Clinton School District,Hispanic,100,0,0,0,
2011,Clinton School District,Non-Hispanic,91.7,6,0,2.3,
2011,Clinton School District,Asian American ,NA,NA,NA,NA,
2011,Clinton School District,Black,NA,NA,NA,NA,
2011,Clinton School District,White,91.3,6.3,0,2.4,
2011,Clinton School District,Male,86.6,10.4,0,3,
2011,Clinton School District,Female,97.4,1.3,0,1.3,
2011,Clinton School District,ELL,NA,NA,NA,NA,
2011,Clinton School District,Non-ELL,92.3,5.6,0,2.1,
2011,Clinton School District,Eligible For Lunch,86.7,6.7,0,6.7,
2011,Clinton School District,Not Eligible For Lunch,93.1,5.4,0,1.5,
2011,Clinton School District,Special Education,89.5,10.5,0,0,
2011,Clinton School District,Non-Special Education,92.9,4.8,0,2.4,
2011,Colchester School District,All Students,92.8,4.8,0,2.4,
2011,Colchester School District,Hispanic,100,0,0,0,
2011,Colchester School District,Non-Hispanic,92.6,4.9,0,2.5,
2011,Colchester School District,American Indian,NA,NA,NA,NA,
2011,Colchester School District,Asian American ,NA,NA,NA,NA,
2011,Colchester School District,Black,85.7,0,0,14.3,
2011,Colchester School District,White,93,5.2,0,1.7,
2011,Colchester School District,Male,88.3,8.6,0,3.1,
2011,Colchester School District,Female,97.5,0.8,0,1.6,
2011,Colchester School District,ELL,NA,NA,NA,NA,
2011,Colchester School District,Non-ELL,92.7,4.8,0,2.4,
2011,Colchester School District,Eligible For Lunch,78.9,10.5,0,10.5,
2011,Colchester School District,Not Eligible For Lunch,93.9,4.3,0,1.7,
2011,Colchester School District,Special Education,84.6,7.7,0,7.7,
2011,Colchester School District,Non-Special Education,93.8,4.5,0,1.8,
2011,Coventry School District,All Students,90.2,5.2,0,4.6,
2011,Coventry School District,Hispanic,NA,NA,NA,NA,
2011,Coventry School District,Non-Hispanic,90.6,4.7,0,4.7,
2011,Coventry School District,Asian American ,NA,NA,NA,NA,
2011,Coventry School District,Black,NA,NA,NA,NA,
2011,Coventry School District,White,90.3,4.8,0,4.8,
2011,Coventry School District,Male,88.1,6,0,6,
2011,Coventry School District,Female,91.9,4.7,0,3.5,
2011,Coventry School District,Non-ELL,90.2,5.2,0,4.6,
2011,Coventry School District,Eligible For Lunch,87.5,6.3,0,6.3,
2011,Coventry School District,Not Eligible For Lunch,90.5,5.1,0,4.4,
2011,Coventry School District,Special Education,65,20,0,15,
2011,Coventry School District,Non-Special Education,94,3,0,3,
2011,Cromwell School District,All Students,93.5,3.5,0,2.9,
2011,Cromwell School District,Hispanic,NA,NA,NA,NA,
2011,Cromwell School District,Non-Hispanic,93.4,3.6,0,3,
2011,Cromwell School District,Asian American ,NA,NA,NA,NA,
2011,Cromwell School District,Black,92.3,0,0,7.7,
2011,Cromwell School District,White,93.3,4,0,2.7,
2011,Cromwell School District,Male,92.1,5.3,0,2.6,
2011,Cromwell School District,Female,94.7,2.1,0,3.2,
2011,Cromwell School District,ELL,NA,NA,NA,NA,
2011,Cromwell School District,Non-ELL,93.5,3.6,0,3,
2011,Cromwell School District,Eligible For Lunch,81.3,0,0,18.8,
2011,Cromwell School District,Not Eligible For Lunch,94.8,3.9,0,1.3,
2011,Cromwell School District,Special Education,60.9,26.1,0,13,
2011,Cromwell School District,Non-Special Education,98.6,0,0,1.4,
2011,Danbury School District,All Students,77.2,9.9,0,12.9,
2011,Danbury School District,Hispanic,70.7,12.2,0,17,
2011,Danbury School District,Non-Hispanic,80,8.9,0,11.2,
2011,Danbury School District,American Indian,NA,NA,NA,NA,
2011,Danbury School District,Asian American ,82,8.2,0,9.8,
2011,Danbury School District,Black,76.2,10.7,0,13.1,
2011,Danbury School District,White,80.4,8.6,0,11,
2011,Danbury School District,Male,72.8,12.5,0,14.8,
2011,Danbury School District,Female,81.9,7.1,0,11,
2011,Danbury School District,ELL,59.5,15.5,0,25,
2011,Danbury School District,Non-ELL,80.4,8.9,0,10.7,
2011,Danbury School District,Eligible For Lunch,65,14.1,0,20.9,
2011,Danbury School District,Not Eligible For Lunch,82.6,8,0,9.4,
2011,Danbury School District,Special Education,57.9,26.3,0,15.8,
2011,Danbury School District,Non-Special Education,79.3,8.1,0,12.6,
2011,Darien School District,All Students,95.7,2.1,0,2.1,
2011,Darien School District,Hispanic,92.3,0,0,7.7,
2011,Darien School District,Non-Hispanic,95.9,2.2,0,1.9,
2011,Darien School District,American Indian,NA,NA,NA,NA,
2011,Darien School District,Asian American ,100,0,0,0,
2011,Darien School District,Black,NA,NA,NA,NA,
2011,Darien School District,White,95.7,2.3,0,2,
2011,Darien School District,Male,94,3.6,0,2.4,
2011,Darien School District,Female,97.5,0.6,0,1.9,
2011,Darien School District,ELL,NA,NA,NA,NA,
2011,Darien School District,Non-ELL,95.7,2.2,0,2.2,
2011,Darien School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Darien School District,Not Eligible For Lunch,96,2.2,0,1.9,
2011,Darien School District,Special Education,88.9,11.1,0,0,
2011,Darien School District,Non-Special Education,96.6,1,0,2.4,
2011,Derby School District,All Students,71.2,12.8,0,16,
2011,Derby School District,Hispanic,72.7,18.2,0,9.1,
2011,Derby School District,Non-Hispanic,70.9,11.7,0,17.5,
2011,Derby School District,Asian American ,NA,NA,NA,NA,
2011,Derby School District,Black,54.5,18.2,0,27.3,
2011,Derby School District,White,75,10,0,15,
2011,Derby School District,Male,62.3,15.9,0,21.7,
2011,Derby School District,Female,82.1,8.9,0,8.9,
2011,Derby School District,ELL,NA,NA,NA,NA,
2011,Derby School District,Non-ELL,70.7,13,0,16.3,
2011,Derby School District,Eligible For Lunch,62.3,18.9,0,18.9,
2011,Derby School District,Not Eligible For Lunch,77.8,8.3,0,13.9,
2011,Derby School District,Special Education,66.7,11.1,0,22.2,
2011,Derby School District,Non-Special Education,71.6,12.9,0,15.5,
2011,East Granby School District,All Students,96.1,1.3,0,2.6,
2011,East Granby School District,Hispanic,NA,NA,NA,NA,
2011,East Granby School District,Non-Hispanic,96,1.3,0,2.7,
2011,East Granby School District,Asian American ,NA,NA,NA,NA,
2011,East Granby School District,Black,NA,NA,NA,NA,
2011,East Granby School District,White,95.8,1.4,0,2.8,
2011,East Granby School District,Male,94.6,2.7,0,2.7,
2011,East Granby School District,Female,97.4,0,0,2.6,
2011,East Granby School District,Non-ELL,96.1,1.3,0,2.6,
2011,East Granby School District,Not Eligible For Lunch,96.1,1.3,0,2.6,
2011,East Granby School District,Special Education,85.7,0,0,14.3,
2011,East Granby School District,Non-Special Education,97.1,1.4,0,1.4,
2011,East Haddam School District,All Students,91.8,1,0,7.2,
2011,East Haddam School District,Hispanic,NA,NA,NA,NA,
2011,East Haddam School District,Non-Hispanic,91.7,1,0,7.3,
2011,East Haddam School District,Asian American ,NA,NA,NA,NA,
2011,East Haddam School District,Black,NA,NA,NA,NA,
2011,East Haddam School District,White,93.5,0,0,6.5,
2011,East Haddam School District,Male,90,0,0,10,
2011,East Haddam School District,Female,93.6,2.1,0,4.3,
2011,East Haddam School District,Non-ELL,91.8,1,0,7.2,
2011,East Haddam School District,Eligible For Lunch,77.8,11.1,0,11.1,
2011,East Haddam School District,Not Eligible For Lunch,93.2,0,0,6.8,
2011,East Haddam School District,Special Education,NA,NA,NA,NA,
2011,East Haddam School District,Non-Special Education,92.4,0,0,7.6,
2011,East Hampton School District,All Students,91.4,2.9,0,5.8,
2011,East Hampton School District,Hispanic,NA,NA,NA,NA,
2011,East Hampton School District,Non-Hispanic,91.2,2.9,0,5.9,
2011,East Hampton School District,Asian American ,NA,NA,NA,NA,
2011,East Hampton School District,White,91,3,0,6,
2011,East Hampton School District,Male,89,4.1,0,6.8,
2011,East Hampton School District,Female,93.9,1.5,0,4.5,
2011,East Hampton School District,Non-ELL,91.4,2.9,0,5.8,
2011,East Hampton School District,Eligible For Lunch,77.8,0,0,22.2,
2011,East Hampton School District,Not Eligible For Lunch,92.3,3.1,0,4.6,
2011,East Hampton School District,Special Education,64.3,21.4,0,14.3,
2011,East Hampton School District,Non-Special Education,94.4,0.8,0,4.8,
2011,East Hartford School District,All Students,79.6,8.7,0,11.7,
2011,East Hartford School District,Hispanic,74.3,11.8,0,13.9,
2011,East Hartford School District,Non-Hispanic,82,7.3,0,10.7,
2011,East Hartford School District,American Indian,NA,NA,NA,NA,
2011,East Hartford School District,Asian American ,96.3,0,0,3.7,
2011,East Hartford School District,Black,77.6,9.6,0,12.8,
2011,East Hartford School District,White,85.7,5.6,0,8.7,
2011,East Hartford School District,Male,74.7,12.7,0,12.7,
2011,East Hartford School District,Female,84.3,4.9,0,10.8,
2011,East Hartford School District,ELL,76.5,17.6,0,5.9,
2011,East Hartford School District,Non-ELL,79.8,8.2,0,12.1,
2011,East Hartford School District,Eligible For Lunch,74.5,12.5,0,13.1,
2011,East Hartford School District,Not Eligible For Lunch,85.6,4.3,0,10.1,
2011,East Hartford School District,Special Education,61.3,22.5,0,16.3,
2011,East Hartford School District,Non-Special Education,82.4,6.6,0,11,
2011,East Haven School District,All Students,85,5.3,0,9.7,
2011,East Haven School District,Hispanic,82.4,8.8,0,8.8,
2011,East Haven School District,Non-Hispanic,85.3,4.9,0,9.8,
2011,East Haven School District,Asian American ,93.3,0,0,6.7,
2011,East Haven School District,Black,75,0,0,25,
2011,East Haven School District,White,85.2,5.3,0,9.5,
2011,East Haven School District,Male,81.1,8.1,0,10.8,
2011,East Haven School District,Female,88.8,2.6,0,8.6,
2011,East Haven School District,ELL,71.4,21.4,0,7.1,
2011,East Haven School District,Non-ELL,85.7,4.5,0,9.8,
2011,East Haven School District,Eligible For Lunch,70.6,5.9,0,23.5,
2011,East Haven School District,Not Eligible For Lunch,89.2,5.2,0,5.6,
2011,East Haven School District,Special Education,58.6,20.7,0,20.7,
2011,East Haven School District,Non-Special Education,87.8,3.7,0,8.5,
2011,East Lyme School District,All Students,96.3,1.5,0,2.2,
2011,East Lyme School District,Hispanic,100,0,0,0,
2011,East Lyme School District,Non-Hispanic,96.2,1.6,0,2.2,
2011,East Lyme School District,American Indian,NA,NA,NA,NA,
2011,East Lyme School District,Asian American ,90.9,0,0,9.1,
2011,East Lyme School District,Black,NA,NA,NA,NA,
2011,East Lyme School District,White,96.5,1.7,0,1.7,
2011,East Lyme School District,Male,94.4,2.5,0,3.1,
2011,East Lyme School District,Female,98.2,0.6,0,1.2,
2011,East Lyme School District,Non-ELL,96.3,1.5,0,2.2,
2011,East Lyme School District,Eligible For Lunch,100,0,0,0,
2011,East Lyme School District,Not Eligible For Lunch,96.2,1.6,0,2.2,
2011,East Lyme School District,Special Education,94.4,5.6,0,0,
2011,East Lyme School District,Non-Special Education,96.5,1,0,2.4,
2011,East Windsor School District,All Students,81.7,8.6,0,9.7,
2011,East Windsor School District,Hispanic,NA,NA,NA,NA,
2011,East Windsor School District,Non-Hispanic,84.3,7.9,0,7.9,
2011,East Windsor School District,Asian American ,NA,NA,NA,NA,
2011,East Windsor School District,Black,80,6.7,0,13.3,
2011,East Windsor School District,White,84.9,8.2,0,6.8,
2011,East Windsor School District,Male,83.3,6.3,0,10.4,
2011,East Windsor School District,Female,80,11.1,0,8.9,
2011,East Windsor School District,ELL,NA,NA,NA,NA,
2011,East Windsor School District,Non-ELL,82.6,7.6,0,9.8,
2011,East Windsor School District,Eligible For Lunch,69,17.2,0,13.8,
2011,East Windsor School District,Not Eligible For Lunch,87.5,4.7,0,7.8,
2011,East Windsor School District,Special Education,83.3,16.7,0,0,
2011,East Windsor School District,Non-Special Education,81.5,7.4,0,11.1,
2011,Ellington School District,All Students,94.5,2.2,0,3.3,
2011,Ellington School District,Hispanic,NA,NA,NA,NA,
2011,Ellington School District,Non-Hispanic,95,1.7,0,3.4,
2011,Ellington School District,American Indian,NA,NA,NA,NA,
2011,Ellington School District,Asian American ,NA,NA,NA,NA,
2011,Ellington School District,Black,NA,NA,NA,NA,
2011,Ellington School District,White,94.7,1.8,0,3.5,
2011,Ellington School District,Male,89.3,4.8,0,6,
2011,Ellington School District,Female,99,0,0,1,
2011,Ellington School District,ELL,NA,NA,NA,NA,
2011,Ellington School District,Non-ELL,94.4,2.2,0,3.3,
2011,Ellington School District,Eligible For Lunch,75,12.5,0,12.5,
2011,Ellington School District,Not Eligible For Lunch,95.4,1.7,0,2.9,
2011,Ellington School District,Special Education,94.1,5.9,0,0,
2011,Ellington School District,Non-Special Education,94.5,1.8,0,3.6,
2011,Enfield School District,All Students,81.3,8.8,0,9.9,
2011,Enfield School District,Hispanic,54.2,12.5,0,33.3,
2011,Enfield School District,Non-Hispanic,82.6,8.6,0,8.8,
2011,Enfield School District,American Indian,NA,NA,NA,NA,
2011,Enfield School District,Asian American ,100,0,0,0,
2011,Enfield School District,Black,73.3,10,0,16.7,
2011,Enfield School District,White,82.9,8.6,0,8.6,
2011,Enfield School District,Male,77.5,12.3,0,10.1,
2011,Enfield School District,Female,85.5,4.8,0,9.6,
2011,Enfield School District,ELL,NA,NA,NA,NA,
2011,Enfield School District,Non-ELL,81.2,8.8,0,10,
2011,Enfield School District,Eligible For Lunch,61.5,12.5,0,26,
2011,Enfield School District,Not Eligible For Lunch,85.8,7.9,0,6.3,
2011,Enfield School District,Special Education,53.7,27.8,0,18.5,
2011,Enfield School District,Non-Special Education,84.5,6.6,0,8.9,
2011,Fairfield School District,All Students,93.3,4,0,2.7,
2011,Fairfield School District,Hispanic,73.7,10.5,0,15.8,
2011,Fairfield School District,Non-Hispanic,94.5,3.6,0,1.9,
2011,Fairfield School District,Asian American ,97.1,2.9,0,0,
2011,Fairfield School District,Black,87.9,9.1,0,3,
2011,Fairfield School District,White,94.7,3.3,0,2,
2011,Fairfield School District,Male,89.6,6,0,4.4,
2011,Fairfield School District,Female,96.8,2.1,0,1.2,
2011,Fairfield School District,ELL,57.1,35.7,0,7.1,
2011,Fairfield School District,Non-ELL,94.1,3.3,0,2.6,
2011,Fairfield School District,Eligible For Lunch,81.4,11.6,0,7,
2011,Fairfield School District,Not Eligible For Lunch,94.1,3.4,0,2.4,
2011,Fairfield School District,Special Education,69,24.1,0,6.9,
2011,Fairfield School District,Non-Special Education,95.7,2,0,2.3,
2011,Farmington School District,All Students,94.7,1.2,0,4.1,
2011,Farmington School District,Hispanic,62.5,12.5,0,25,
2011,Farmington School District,Non-Hispanic,95.5,0.9,0,3.6,
2011,Farmington School District,Asian American ,100,0,0,0,
2011,Farmington School District,Black,77.3,0,0,22.7,
2011,Farmington School District,White,96.5,1,0,2.4,
2011,Farmington School District,Male,93.6,2.3,0,4.1,
2011,Farmington School District,Female,95.8,0,0,4.2,
2011,Farmington School District,ELL,NA,NA,NA,NA,
2011,Farmington School District,Non-ELL,95.2,0.9,0,3.9,
2011,Farmington School District,Eligible For Lunch,73.1,3.8,0,23.1,
2011,Farmington School District,Not Eligible For Lunch,96.5,1,0,2.6,
2011,Farmington School District,Special Education,90,10,0,0,
2011,Farmington School District,Non-Special Education,95.1,0.3,0,4.5,
2011,Glastonbury School District,All Students,96.4,2,0.2,1.5,
2011,Glastonbury School District,Hispanic,100,0,0,0,
2011,Glastonbury School District,Non-Hispanic,96.3,2.1,0.2,1.5,
2011,Glastonbury School District,American Indian,NA,NA,NA,NA,
2011,Glastonbury School District,Asian American ,97.9,0,0,2.1,
2011,Glastonbury School District,Black,91.3,4.3,0,4.3,
2011,Glastonbury School District,White,96.3,2.2,0.2,1.3,
2011,Glastonbury School District,Male,96.6,1.1,0.4,1.9,
2011,Glastonbury School District,Female,96.1,2.8,0,1.1,
2011,Glastonbury School District,ELL,NA,NA,NA,NA,
